"","Search","Date","Title","Company","Location","Description","Link","Work Model","Job_Type","Program","R","Python","SQL","Tableau","PowerBI","Azure","Excel","Talend","SAS","Spark","Qualtrics","Domo","Salesforce","SAP","Hadoop","Qlik","Looker","Zoho","Stata","Snowflake","ID"
"1","data engineer",2022-06-11,"Data Engineer","1-800 Contacts","Draper, UT","* Data Engineer *  Why you want this job * You love working with data and seeing people use data to make decisions. *  You love the idea of bringing a product built on older technology into the future. *  You love setting standards for how data is managed and transformed. *  You want to be part of a team that will influence how the company thinks about data. *  You enjoy working with business analysts to understand their needs and give them a data product that will meet their needs. *  You want to be part of a team that will raise the Data IQ of the entire company. *  You want to be part of a team that loves data as much as you do. * Why you'll love us *  If you have a desire to make a company better through data, then you'll love it here. We need someone that can help us use cloud technologies such as Kafka and DataBricks to modernize our data warehouse. Our team is focused on improving the company's data and raising the data IQ of everyone that uses it. We are committed to providing high quality, timely data to analysts and other data consumers. If you love data you will love us. *  What you'll do * Work with a team that is making the transition from an on-premises Microsoft based data warehouse to a cloud data warehouse using tools such as Kafka and DataBricks. *  Help to develop standards that will both strengthen the current data warehouse while preparing for the transition to a more modern solution. *  Share your knowledge of modern data warehousing with the rest of your team and mentor in best practices in developing cloud solutions. *  Learn and implement best practices to fine tune our Databricks environment *  Help educate business analysts on how to understand and query our data *  Data modelling for production applications and data warehouse. * What you'll need * Bachelor's Degree in Computer Science/Information Systems or equivalent *  4+ years' experience working in a data warehouse environment *  Experience working with data related cloud technologies such as Kafka and DataBricks *  Experience developing in Python *  Experience with AWS and Databricks *  Experience using SQL to transform data *  Data modelling experience * Perks * In-house restaurant with highly discounted meals (Steak dinner under $3.00) *  Free snacks, ice cream, and drinks every day *  Full gym with various classes (yoga, cycling, etc) *  Free personal trainers *  Numerous fun company events *  Paid training conference once per year *  Tuition Reimbursement program *  Free eye exams *  Discounts on lenses, glasses, and other services*","https://www.indeed.com/rc/clk?jk=2b51576d34cc02bc&fccid=833edf03cc561e69&vjs=3","On-site","Part-time","MSIS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0b545dbc460d23d74884f2a42cf0c49b"
"2","data architect",2022-06-11,"Principal Architect, Cloud Engineering","Adobe","Lehi, UT 84043","** *  *   *    *     *      locations*     *     *       Lehi*     *     *       San Jose*     *    *   *  *  *  *   *    *     *      *        time type*      *      *        Full time*      *     *    *   *   *   *    *     *      *        posted on*      *      *        Posted Yesterday*      *     *    *   *   *   *    *     *      *        job requisition id*      *      *        R128154*      *     *    *   *  * * *  *   *     Our Company*     Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.*     We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!*   *   *   *     Our Company*   *   *     Changing the world through digital experiences is what Adobe’s all about. From emerging artists to global brands, we give everyone everything they need to design and deliver exceptional digital experiences. We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.*   *   *     We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours.*   *   *     The Challenge*   *   *     Cloud Engineering makes cloud adoption at Adobe safe, effective and easy.*   *   *     We optimize usage through data analysis, setting and handling company-wide efficiency targets, and programmatically addressing underutilized resources. We provide comprehensive management of our cloud service provider relationships, prioritizing feature delivery, driving quality improvements, facilitating training, performing cost modeling, and planning workload migrations. We guide the adoption of new technologies and help teams develop scalable, cloud-native architectures. We build and operate key services to empower our products for success across multiple clouds and across the world.*   *   *     The Opportunity*   *   *     As a Principal Scientist on our Cloud Engineering team, you will use your deep development, operations and architecture experience to provide cloud technology leadership for Adobe. Your talents for hands-on research, information synthesis and persuasion will help you connect people and build cross-product consensus to accomplish our goals.*   *   *     What You Will Do*   *    Identify, evaluate, develop, and drive adoption of effective practices and technologies*     Network and break down barriers to bring people together*     Persuade by listening, questioning, writing, and speaking*     Counsel with senior leadership, providing critical analysis of technical challenges and defining paths to success*     Mentor and coach individuals across the organization*   *     What You Will Need*   *    15+ years of demonstrated experience in system architecture, software development and/or site reliability engineering*     Outstanding interpersonal skills, with a bias towards gathering, influencing, and building consensus rather than asserting direct authority*     Domain expertise in multiple technology categories (such as back-end development, cloud infrastructure, database optimization, developer tools, front-end development, identity management, information security, observability, software delivery or user experience design)*     Broad and deep knowledge of at least one major cloud service provider (Amazon Web Services, Microsoft Azure, or Google Cloud Platform)*   *     Why Adobe?*   *   *     At Adobe, you'll be immersed in an exceptional work environment that is *    *     recognized throughout the world*    . You will be surrounded by colleagues committed to helping each other grow.*   *   *     If you’re looking to make an impact, Adobe is the place for you. Discover what our employees are saying about their career experiences on the *    *     Adobe Life blog*     and explore the *    *     benefits*     we offer.*   *   *     Adobe is an equal opportunity employer. We welcome and encourage diversity in the workplace regardless of race, gender, religion, age, sexual orientation, gender identity, disability, or veteran status.*   *  * *","https://www.indeed.com/rc/clk?jk=70d536e143d61cd8&fccid=f89deb5a97c7738a&vjs=3","On-site","Part-time","MSIS",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c3ef1fd789f8ffc1b02848ed296b4eef"
"3","security manager",2022-06-11,"Security Site Supervisor - Energy Company","Allied Universal","Salt Lake City, UT 84111 (Central City area)+2 locations","* *  Allied Universal®, North America’s leading security and facility services company, provides rewarding careers that give you a sense of purpose. While working in a dynamic, diverse and inclusive workplace, you will be part of a team that fuels a culture that will reflect in our communities and customers we serve. We offer medical, dental and vision coverage, life insurance, 401K, employee assistance programs, company discounts, perks and more for all full-time positions!* *  Now Hiring Professional Security Officer*  $20.60/HR*  Uniforms Provided*  Apply Now!*  * * Allied Universal Services is seeking the position of a Security Site Supervisor.*  * The Security Site Supervisor will supervise and coordinate the delivery of quality services to an assigned customer. The Security Site Supervisor will act as a liaison between customers, Operation Managers and security officers. They will supervise site staff and provide coaching, recognition and discipline within approved empowerment range.*  * QUALIFICATIONS/REQUIREMENTS:*  Be at least 21 years of age with high school diploma or equivalent*   Possess effective written and oral communication and interpersonal skills with ability to deal with all levels of personnel and the general public in a professional and effective manner*  *   *     Licensing requirements are subject to state and/or local laws and regulations and may be required prior to employment.*   *   As a condition of employment, employee must successfully complete a background investigation and a drug screen in accordance with all federal, state, and local laws*   Display exceptional customer service and communication skills*   Have intermediate computer skills to operate innovative, wireless technology at client specific sites*   Ability to handle crisis situations at the client site, calmly and efficiently*   Capably utilize scheduling and billing software to produce reports (such as Scheduling Activity, Training Detail reports, etc.) that require interpretation and action for effective business management*   Enforce Contract Standards*   Administers site safety programs outlining site-specific hazards for security officers including vehicle / driving safety as appropriate to corporate procedures*   Prepared to participate in unemployment hearings*   Enforces Allied Universal’s policies as outlined in the handbooks and executive memos *  Able to:*    Work in various environments such as cold weather, rain/snow or heat*     Occasionally lift or carry up to 40 pounds*     Climb stairs, ramps, or ladders occasionally during shift*     Stand or walk on various surfaces for long periods of time*   * *   Allied Universal® is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race/ethnicity, age, color, religion, sex, sexual orientation, gender identity, national origin, genetic information, disability, protected veteran status or relationship/association with a protected veteran, or any other basis or characteristic protected by law. For more information: www.aus.com* *  * * *  If you have any questions regarding Equal Employment Opportunity, Affirmative Action, Diversity and Inclusion, have difficulty using the online system and require an alternate method to apply, or require an accommodation at any time during the recruitment and/or employment process, please contact our local Human Resources department. To find an office near you, please visit: www.aus.com/offices.* *","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bkl6eMu1FM1r07QHNveSMIb5NS-ooqLFrV5tiSRjmHVl6py5KZ0S4DKa1iU7nA1j5qc8KFN494_iSMqyO5qGvwlhaLo4z9vJbWcLcFelnE6NCW-LeNkNEJJgglMDSkgYV58v80QSwmEHxZ8oqNdA46EEUk8jWsbSBWdyKkTMe48ftDt5A5ZjT0idfbqvJKWvjsIv8LDRW78I8jlWrizkqprIA-MrI1SfTqnVNb_ctEl0iNyIIlPoXZ-5j8aofKSBX54NrEZ5dwNNSA4jmMNMpdEm64pqCTWr9UfZ4_yeUW2I_3mB-cbk5fh33f0UWCL6365zKje4FhljOwEuBp1q_0fiwr5sybMUWuWbe2bzVEfBO6oTXZg2riCFuE1jj0_I74ZMYUhx-lv-_fixuAKleELVV3U6WSZqcd6-ZqOQNG0uVrkwnUeIwn-t-rVfRWFJaiwC1mNWwkCA==&p=3&fvj=0&vjs=3","On-site","Full-time","MSCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"760aa0a12b658499e377feb5eca549e1"
"4","business intelligence analyst",2022-06-11,"Analyst-Business Systems","Amex","Sandy, UT 84094","* At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. We back our colleagues with the support they need to thrive, professionally and personally. That’s why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.*  * At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we’re supporting our customers’ financial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what’s possible — and we’re proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. * As a member of the Data Analytics team supporting Enterprise Bank Servicing, this position provides support for forecasting and managing capacity (headcount). This includes looking at data to determine how many people we need to hire to best support our customers, working with leaders to understand changes to the business that impact capacity and workload, developing relationships with other forecasting teams that have inputs into our process, and developing presentations for Sr. Leaders around headcount requirements. * This role will also support the Analytics team with manging reporting and developing key tools to make it easier for teams to track productiivty. * About Enterprise Bank Servicing (EBS) * EBS is the operations group supporting deposit products such as savings accounts, CDs, IRAs, and checking accounts for American Express. The team supports end to end reporting and analytics and as it relates to deposit products which are a fast growing banking product within American Express. * Strong skills with Excel and MS Office products *  Experience with forecasting capacity/headcount *  Developing presentations for Sr. Leaders *  SQL skills and knowledge a plus *  Understanding of data that goes into capacity models and how to track work efforts *  Strong analytic, quantitative and problem solving skills *  Plus if some experience with Python with data analytics * American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, disability status, age, or any other status protected by law. * Employment eligibility to work with American Express in the U.S. is required as the company will not pursue visa sponsorship for this position. * We back our colleagues with the support they need to thrive, professionally and personally. That's why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually. * If the role you are applying for is designated as hybrid or onsite, you will be required to demonstrate that you have completed your primary COVID-19 vaccination series (i.e. 2 doses for Moderna/Pfizer and 1 dose for J&J), in order to work in or visit any of our offices. This requirement is subject to legally required accommodations. * US Job Seekers/Employees - Click here to view the “EEO is the Law” poster and supplement and the Pay Transparency Policy Statement. If the links do not work, please copy and paste the following URLs in a new browser window: https://www.dol.gov/agencies/ofccp/posters to access the three posters.*","https://www.indeed.com/rc/clk?jk=87e61b43d18bba12&fccid=f057e04c37cca134&vjs=3","Hybrid","Part-time","MSIS",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1ec65186d7f3ff538ff50e743a33e356"
"5","data analyst",2022-06-11,"Sr. Technical Sales Analyst","Angi","Remote in Salt Lake City, UT","* *  Angi® is transforming the home services industry, creating an environment for homeowners, service professionals and employees to feel right at ""home."" For most home maintenance needs, our platform makes it easier than ever to find a qualified service professional for indoor and outdoor jobs, home renovations (or anything in between!). We are on a mission to become the home for everything home by helping small businesses thrive and providing solutions to financing and booking home jobs with just a few clicks. *   Over the last 25 years we have opened our doors to a network of over 200K service professionals and helped over 150 million homeowners love where they live. We believe home is the most important place on earth and are embarking on a journey to redefine how people care for their homes. Angi is an amazing place to build your dream career, join us—we cannot wait to welcome you home! * * About the team *  The Sales & Client Success analytics team provides insights and helps optimize strategy by working closely with leadership in our sales and customer care organizations. Our business is a two-sided marketplace of homeowners and service professionals, which makes our jobs complex and data rich. We work daily with sales and customer care leadership teams to develop, execute, monitor, and refine initiatives that drive value and quantify that value as it pertains to financial performance. Due to the multifaceted nature of our business, our team provides an excellent environment to stretch your business acumen, technical know-how and quantitative skills while providing insight to the company. *  Additionally, this team will help support our Marketing team that focuses on growing our pro network. This involves surfacing metrics, providing insights, and identifying opportunities that align with company goals. *  What you'll do * Build curated data sources in star schema and develop data pipelines to support strategic and operational improvements. *  Synthesize large data sets into digestible information, primarily utilizing Snowflake, Excel, and Looker. *  Conduct deep dive analyses with the intent to provide actionable items that foster new and creative ways to enhance and improve performance. *  Learn the complex Angi ecosystem and be the subject matter expert on all data and objectives relating to the team you support. * Who you are * BA/BS in a quantitative field (Finance, Engineering, Economics, etc.) *  5-7 years of professional experience in a data analyst or data engineering role. *  Advanced SQL, understanding of relational databases and Excel *  Strong understanding of data visualization best practices and dashboard development *  Basic to intermediate understanding of data modeling, data engineering concepts *  Experience with Looker and Snowflake is a plus * We value diversity *  We know that the best ideas come from teams where diverse points of view uncover new solutions to hard problems. We welcome and value individuals who bring diverse life experiences, educational backgrounds, cultures, and work experiences. *  Compensation & Benefits * The salary band for this position ranges commensurate with experience and performance. Compensation may vary based on factors such as cost of living. *  This position will be eligible for a competitive year end performance bonus & equity package. *  Full medical, dental, vision package to fit your needs *  Flexible vacation policy; work hard and take time when you need it *  Pet discount plans & retirement plan with company match (401K) *  The rare opportunity to work with sharp, motivated teammates solving some of the most unique challenges and changing the world * #LI-Remote #BI-Remote*","https://www.indeed.com/rc/clk?jk=a2ace576a2cac0e5&fccid=a459150a450820d9&vjs=3","Remote","Part-time","MSBA",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"e7d64f84d1bf24d47997aa8f16bae7ac"
"6","data analyst",2022-06-11,"Senior Analyst","Angi","Remote in Salt Lake City, UT","* *  Angi® is transforming the home services industry, creating an environment for homeowners, service professionals and employees to feel right at ""home."" For most home maintenance needs, our platform makes it easier than ever to find a qualified service professional for indoor and outdoor jobs, home renovations (or anything in between!). We are on a mission to become the home for everything home by helping small businesses thrive and providing solutions to financing and booking home jobs with just a few clicks. *   Over the last 25 years we have opened our doors to a network of over 200K service professionals and helped over 150 million homeowners love where they live. We believe home is the most important place on earth and are embarking on a journey to redefine how people care for their homes. Angi is an amazing place to build your dream career, join us—we cannot wait to welcome you home! * * About the team *  The Sales & Client Success analytics team provides insights and helps optimize strategy by working closely with leadership in our sales and customer care organizations. Our business is a two-sided marketplace of homeowners and service professionals, which makes our jobs complex and data rich. We work daily with sales and customer care leadership teams to develop, execute, monitor, and refine initiatives that drive value and quantify that value as it pertains to financial performance. Due to the multifaceted nature of our business, our team provides an excellent environment to stretch your business acumen, technical know-how and quantitative skills while providing insight to the company. *  Additionally, this team will help support our Marketing team that focuses on growing our pro network. This involves surfacing metrics, providing insights, and identifying opportunities that align with company goals. *  What you'll do * Build curated data sources in star schema and develop data pipelines to support strategic and operational improvements. *  Synthesize large data sets into digestible information, primarily utilizing Snowflake, Excel, and Looker. *  Conduct deep dive analyses with the intent to provide actionable items that foster new and creative ways to enhance and improve performance. *  Learn the complex Angi ecosystem and be the subject matter expert on all data and objectives relating to the team you support. * Who you are * BA/BS in a quantitative field (Finance, Engineering, Economics, etc.) *  5-7 years of professional experience in a data analyst or data engineering role. *  Advanced SQL, understanding of relational databases and Excel *  Strong understanding of data visualization best practices and dashboard development *  Basic to intermediate understanding of data modeling, data engineering concepts *  Experience with Looker and Snowflake is a plus * We value diversity *  We know that the best ideas come from teams where diverse points of view uncover new solutions to hard problems. We welcome and value individuals who bring diverse life experiences, educational backgrounds, cultures, and work experiences. *  Compensation & Benefits * The salary band for this position ranges commensurate with experience and performance. Compensation may vary based on factors such as cost of living. *  This position will be eligible for a competitive year end performance bonus & equity package. *  Full medical, dental, vision package to fit your needs *  Flexible vacation policy; work hard and take time when you need it *  Pet discount plans & retirement plan with company match (401K) *  The rare opportunity to work with sharp, motivated teammates solving some of the most unique challenges and changing the world * #LI-Remote #BI-Remote*","https://www.indeed.com/rc/clk?jk=8b355fdd383b4f86&fccid=a459150a450820d9&vjs=3","Remote","Part-time","MSBA",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"58bd3c54451529b9cc08565de8a50aab"
"7","data analyst",2022-06-11,"Senior Sales Analyst","Angi","Remote in Salt Lake City, UT","* *  Angi® is transforming the home services industry, creating an environment for homeowners, service professionals and employees to feel right at ""home."" For most home maintenance needs, our platform makes it easier than ever to find a qualified service professional for indoor and outdoor jobs, home renovations (or anything in between!). We are on a mission to become the home for everything home by helping small businesses thrive and providing solutions to financing and booking home jobs with just a few clicks. *   Over the last 25 years we have opened our doors to a network of over 200K service professionals and helped over 150 million homeowners love where they live. We believe home is the most important place on earth and are embarking on a journey to redefine how people care for their homes. Angi is an amazing place to build your dream career, join us—we cannot wait to welcome you home! * * About the team *  The Sales & Client Success analytics team provides insights and helps optimize strategy by working closely with leadership in our sales and customer care organizations. Our business is a two-sided marketplace of homeowners and service professionals, which makes our jobs complex and data rich. We work daily with sales and customer care leadership teams to develop, execute, monitor, and refine initiatives that drive value and quantify that value as it pertains to financial performance. Due to the multifaceted nature of our business, our team provides an excellent environment to stretch your business acumen, technical know-how and quantitative skills while providing insight to the company. *  Additionally, this team will help support our Marketing team that focuses on growing our pro network. This involves surfacing metrics, providing insights, and identifying opportunities that align with company goals. *  What you'll do * Build curated data sources in star schema and develop data pipelines to support strategic and operational improvements. *  Synthesize large data sets into digestible information, primarily utilizing Snowflake, Excel, and Looker. *  Conduct deep dive analyses with the intent to provide actionable items that foster new and creative ways to enhance and improve performance. *  Learn the complex Angi ecosystem and be the subject matter expert on all data and objectives relating to the team you support. * Who you are * BA/BS in a quantitative field (Finance, Engineering, Economics, etc.) *  5-7 years of professional experience in a data analyst or data engineering role. *  Advanced SQL, understanding of relational databases and Excel *  Strong understanding of data visualization best practices and dashboard development *  Basic to intermediate understanding of data modeling, data engineering concepts *  Experience with Looker and Snowflake is a plus * We value diversity *  We know that the best ideas come from teams where diverse points of view uncover new solutions to hard problems. We welcome and value individuals who bring diverse life experiences, educational backgrounds, cultures, and work experiences. *  Compensation & Benefits * The salary band for this position ranges commensurate with experience and performance. Compensation may vary based on factors such as cost of living. *  This position will be eligible for a competitive year end performance bonus & equity package. *  Full medical, dental, vision package to fit your needs *  Flexible vacation policy; work hard and take time when you need it *  Pet discount plans & retirement plan with company match (401K) *  The rare opportunity to work with sharp, motivated teammates solving some of the most unique challenges and changing the world * #LI-Remote #BI-Remote*","https://www.indeed.com/rc/clk?jk=7bb6b44301651b22&fccid=a459150a450820d9&vjs=3","Remote","Part-time","MSBA",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"35feb736b94ecb4a172ca9437365d516"
"8","data engineer",2022-06-11,"Azure Data Engineer","Avanade","Salt Lake City, UT","Data Engineering Consultant * Do you enjoy making sure that information is accessible and easy to use? So do we. * You’re a data designer who knows how to find, store and present a range of information from different sources so that everyone can access what they need quickly and simply, and use it effectively. * About you * You draw on your considerable experience in bringing data and statistics to life to solve sometimes complex problems, and you’re comfortable looking after several projects at once. You’re able to make your own decisions while at the same time supporting more junior team members. * About the job * Working in Data Engineering, you know the importance of data to business. You design and set up projects that bring together information from a variety of sources, to enable analysis and decision-making. You make sure that data is accessible and easy to use, so that it can be used for routine and ad-hoc analysis. *Day to day, you will:* Use your knowledge to plan and deliver data warehouse and storage * Take part in designing and running bespoke data services for individual projects * Stay up to date with business best practice in using and retrieving data * Design, develop, adapt and maintain data warehouse architecture and relational databases that support data mining * Customize storage and extraction, metadata, and information repositories * Create and use effective metrics and monitoring processes * Help to develop business intelligence tools * Support deal teams by providing subject knowledge and solutions for client proposals * Author reports that include key performance indicators, show where current operations can be improved, and identify the causes of any problems * Create and maintain report forms and formats, information dashboards, data generators and canned reports, as well as other information portals and resources * Travel as required. * Your skills * You’re got great experience in data and analysis, and how to source, store and share information. You’re a problem solver who’s happy to work autonomously and to share their knowledge and skills, as well as guiding other team members. *Your skills and experience include:* Database, storage, collection and aggregation models, techniques and technologies - and how to apply them in business * Employing statistical and data visualization tools and techniques * Experience in structured problem solving * Great project and people management * Working with SQL. * You’re likely to have a Bachelor’s degree in Applied Mathematics, Statistics or another relevant field, or an equivalent combination of education and experience. You also have at least three years of relevant professional experience. * What we offer you * Distinctive experiences * Leading organizations—corporations, non-profits, government agencies—look to Avanade to help them make the most of their investment in Microsoft and to push the boundaries of digital innovation. The result? Interesting work that is well supported, always evolving, and sure to keep you engaged and interested. * Limitless learning * We give lifelong learners a rich menu to choose from, drawing from our relationship with Microsoft and other partners. We’ll back you up as you pursue big ideas and give you honest feedback to move forward advance your growth and our clients’. * Ambitious growth * We think big and achieve, knowing we have a global team of people who are just as passionate about innovating as we are and eager to grow with us. Growth at Avanade doesn’t have to look like a traditional ascent up the career ladder (although that is an option). We welcome people to go deep into their specialties and to embrace agility and go after new skills in different areas of the business * Total rewards * We are always looking for ways to elevate our employee experience to give our people opportunities to share in Avanade's success. In addition to a competitive salary and attractive benefits, we offer an employee stock purchase plan, recognition programs with awards tied to them, and additional perks like flexible work arrangements and thriving employee networks. * We’re interested in getting to know you and figuring out what we can do together. Hit Apply Now and let’s start the conversation. * If you are a Colorado candidate, pursuant to the Colorado Equal Pay Transparency Act, we are providing you with salary and benefits information. The expected salary range for this role is $90,000-$110,000 USD depending upon experience and [1] information on benefits offered is here. * Avanade requires all new hires to be fully vaccinated against COVID-19 as a condition of employment. Avanade will consider requests for medical or religious accommodation to this vaccination requirement on an individual basis. * References * Visible links *1. https://www.avanade.com/en-us/career/benefits","https://www.indeed.com/rc/clk?jk=e17d00527d104272&fccid=5386281035076fdf&vjs=3","On-site","Part-time","MSIS",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75856b9f1bcdcc36308af72d40b81143"
"9","cloud engineer",2022-06-11,"Software Engineer - Golang, Python - Anbox Cloud","Canonical - Jobs","Remote in Salt Lake City, UT","* Canonical is looking for a talented software engineer to join our distributed team that builds Anbox Cloud, which enables cloud-hosted containerised Android instances, and powers various Android streaming services such as gaming, medical security, and innovative new phone capabilities. *  The successful candidate will work with a dedicated team on the development and maintenance of our software stack in Go and Python, and help customers integrate it into their offerings. Our software runs at scale and uses various Canonical open-source technologies including LXD, Juju, MAAS, and snaps to deliver the best experience for our customers. *  Key responsibilities * Develop and maintain various components in Go and Python *  Work on control plane services and charms *  Write and maintain automated tests for your code *  Participate in code reviews *  Assist with CI and release management *  Write documentation *  Collaborate proactively with a distributed team * Required skills and experience * Solid programming experience in Go and Python *  System level programming (interaction with file systems, networking and containers) *  Experience with containers (e.g. Docker, LXD, Kubernetes) *  Clear understanding of the makeup of a modern GNU/Linux distribution *  Experience with modern distributed version control systems such as git *  Capacity to learn quickly about new systems and techniques *  Good verbal and written communication skills in English *  Ability to collaborate remotely with a distributed team * Desirable skills and experience * Familiarity with Juju, charms, MAAS or LXC/LXD *  Android system level knowledge and experience *  Experience with deb and snap packaging *  Knowledge of complex and distributed systems theory *  Experience working in a distributed team * Canonical is a growing international software company that works with the open-source community to deliver Ubuntu, the world's best free software platform. Our services help businesses worldwide reduce costs, improve efficiency and enhance security with Ubuntu. *  We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity we will give your application fair consideration. *  #LI-Remote #Stack*","https://www.indeed.com/rc/clk?jk=0f7b1ba58ca31d5e&fccid=d40b824c7b625849&vjs=3","Remote","Part-time","MSIS",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2bb778b67e4cc58502aaa90ee7610cc0"
"10","data integration engineer",2022-06-11,"MAAS Hardware Lab Engineer (Greater Boston Area)","Canonical - Jobs","Remote in Salt Lake City, UT","* This is an python software engineering opportunity for a computer lab engineer passionate about open source software, Linux, and the latest server and network technologies. Come build a rewarding, meaningful career working with the best and brightest people in technology at Canonical, a growing international software company. *  As a MAAS Hardware Lab Engineer in Canonical, you will be responsible for the day-to-day management and operations of our lab in the Boston area which serves as a centre point for Ubuntu server certification of US based silicon and server designs. This includes software defined hardware management, working with, and developing data centre automation tooling (MAAS), interacting with vendors, asset tracking and handling deliveries. This role is home based in the Boston metropolitan area, and you are expected to be able to visit our Boston lab regularly, 4 - 6 times per month. *  What you'll do * Own a fully automated server laboratorium with the latest server and network silicon from leading vendors. *  Use your Python development skills to develop the Metal as a Service (MAAS) software to work with a large variety of server and network hardware. *  Actively expand MaaS functionality by creating integrations with testing and scheduling software such as Testflinger. *  Manage the physical setup of the lab, ensure it is well structured and tidy, and execute changes either self or through remote hands. *  Work to standardise processes, configurations, and procedures in cooperation with engineers in our other data centres. *  Improve and extend hardware and network monitoring through automatization. *  Regularly update asset management tools to ensure accuracy and completeness of the lab's hardware. *  Update of equipment firmware when appropriate/needed. * Who you are * Bachelor's degree, preferably in Computer Science or Software Engineering *  Python programming experience *  At least 1 year of Linux Administration experience *  Mix of Rack and Virtual systems experience *  Able to communicate clearly and effectively in English *  Strong time management skills *  Ability to manage competing priorities *  Ability to work with a globally distributed team of passionate engineers * We are proud to foster a workplace free from discrimination. Diversity of experience, perspectives, and background create a better work environment and better products. Whatever your identity, we will give your application fair consideration. *  #LI-Remote #stack*","https://www.indeed.com/rc/clk?jk=574a5e70660b792d&fccid=d40b824c7b625849&vjs=3","Remote","Part-time","MSIS",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1351d549d5ef9650b5d166dfb9b98c10"
