"","Search","Date","Title","Company","Location","Description","Link","Work Model","Job_Type","Program","R","Python","SQL","Tableau","PowerBI","Azure","Excel","Talend","SAS","Spark","Qualtrics","Domo","Salesforce","SAP","Hadoop","Qlik","Looker","Zoho","Stata","Snowflake","ID"
"1","data architect",2022-07-17,"Web Analytics Engineer","adMind","Sandy, UT 84070","* *  About us* * *   Modern marketers have an overload of data but struggle to know which insights to act on. We help marketing teams organize their data and find the insights that matter so they don’t miss opportunities and make poor decisions.*  * *   Job Description:* * *   This position is responsible for supporting the analytics needs of our clients by providing quality digital/web analytics strategy, architecture, implementations, analysis, and training. Activities that are part of fulfilling the Analytics Engineer position are:* *  Working with multiple clients on a regular basis.*   Translate client requests into business requirements.*   Document solution designs, business requirement documents, data layer tech specs, QA, and training guides.*   Design and architect web analytics solutions, tag managers, CRO tools, etc.*   Hands-on implementation in analytics solutions and tag managers.*   Implementation work in new martech tools based on client needs.*   QA of data layers, tag managers, web analytics solutions, and analytics data.*   Communicate technical information to key stakeholders.*   Train others on how to utilize implemented technology and tools.*   Working directly with internal project managers on project timelines and deliverables.*   Exercise willingness and ability to learn new skills, utilize available resources, and demonstrate the testing of hypotheses to find efficient solutions.*   Client consultation on marketing measurement and digital maturity strategies.*   Collaborating with client development teams to implement, configure, and utilize digital analytics platforms such as Google Analytics, Adobe Marketing Cloud, etc.* * *   Requirements:* *  Google Analytics Configuration.*   Google Analytics basic and advanced reporting.*   Google Tag Manager implementation & configuration.*   Working with data layers (designing, testing, leveraging for martech).*   Expert in Microsoft Excel.*   Advanced report building in at least one: Data Studio, Tableau, PowerBI.*   Reading & understanding HTML/CSS (how to leverage in tag managers).*   Reading & Editing JavaScript (writing from scratch not required).*   Connecting CRM data with web analytics data.*   Skilled at presenting findings and providing training.*   Familiar with SQL-based queries (PHP, MySQL, or others).*   Strong project management skills, highly organized and demonstrated ability to execute projects on or under budget and on time or early* * *   You'll Stand Out With:* *  Bachelor’s degree in computer science, mathematics, economics, or related field Experience with Adobe Experience Platform, Tealium, Paid advertising, and/or ETL/ELT processes and data warehousing*","https://www.indeed.com/rc/clk?jk=ae9723fc1186872c&fccid=a7f110d3869433f8&vjs=3","On-site","Part-time","MSIS",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"199873f3765a13921cda7fe55cb3f810"
"2","security manager",2022-07-17,"Security Site Supervisor - Startup","Allied Universal","West Jordan, UT 84088+2 locations","* *  Allied Universal®, North America’s leading security and facility services company, provides rewarding careers that give you a sense of purpose. While working in a dynamic, diverse and inclusive workplace, you will be part of a team that fuels a culture that will reflect in our communities and customers we serve. We offer medical, dental and vision coverage, life insurance, 401K, employee assistance programs, company discounts, perks and more for all full-time positions!* * *   Now Hiring Professional Security Guard* * *   $22.07/Hr* * *   Great Benefits* * *   Uniforms Provided* *  * * *  APPLY NOW!* *  * * Allied Universal Services is seeking the position of a Security Site Supervisor.*  * The Security Site Supervisor will supervise and coordinate the delivery of quality services to an assigned customer. The Security Site Supervisor will act as a liaison between customers, Operation Managers and security officers. They will supervise site staff and provide coaching, recognition and discipline within approved empowerment range.*  * QUALIFICATIONS/REQUIREMENTS:*  Be at least 21 years of age with high school diploma or equivalent*   Possess effective written and oral communication and interpersonal skills with ability to deal with all levels of personnel and the general public in a professional and effective manner*  *   *     Licensing requirements are subject to state and/or local laws and regulations and may be required prior to employment.*   *   As a condition of employment, employee must successfully complete a background investigation and a drug screen in accordance with all federal, state, and local laws*   Display exceptional customer service and communication skills*   Have intermediate computer skills to operate innovative, wireless technology at client specific sites*   Ability to handle crisis situations at the client site, calmly and efficiently*   Capably utilize scheduling and billing software to produce reports (such as Scheduling Activity, Training Detail reports, etc.) that require interpretation and action for effective business management*   Enforce Contract Standards*   Administers site safety programs outlining site-specific hazards for security officers including vehicle / driving safety as appropriate to corporate procedures*   Prepared to participate in unemployment hearings*   Enforces Allied Universal’s policies as outlined in the handbooks and executive memos *  Able to:*    Work in various environments such as cold weather, rain/snow or heat*     Occasionally lift or carry up to 40 pounds*     Climb stairs, ramps, or ladders occasionally during shift*     Stand or walk on various surfaces for long periods of time*   * *   Allied Universal® is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race/ethnicity, age, color, religion, sex, sexual orientation, gender identity, national origin, genetic information, disability, protected veteran status or relationship/association with a protected veteran, or any other basis or characteristic protected by law. For more information: www.aus.com* *  * * *  If you have any questions regarding Equal Employment Opportunity, Affirmative Action, Diversity and Inclusion, have difficulty using the online system and require an alternate method to apply, or require an accommodation at any time during the recruitment and/or employment process, please contact our local Human Resources department. To find an office near you, please visit: www.aus.com/offices.* *","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bkl6eMu1FM1r07QHNveSMIb5NS-ooqLFrV5tiSRjmHVl6py5KZ0S4DKa1iU7nA1j65vGZjHZDrwAyvmvsnIkVNAkZZEPWtYe9XlTJyeJTkhk6ekulE1dwS8Ln9zbJg_pa0OUbnRe1QpZq7ZSYckxA4_GkGfEuaerxkicfiBm6IFsZh_rFkMgaaWFY3xCu47x1HglX-riGzhvk3d9AB-9g5jVJ-kqkSRfGha4_ycUVJqDy-adri5ixVZIXiwtB9rhBEwaJKdn4EkXrLTDx7Ma94N7CTM17c2OgfNz2w5hSeU1A6fSlSV2kbPTawSTlxiC0j-TsgcVf7gvj3T8i2nP0D6rP5-bbAtui-AxdnJmn6eV3P7fY9SJ1x6WKdhWLyyxns40HLMDrhTx7rRQcHQ-xZfGMl6DfpJ9Dq9oHDlRA8-GjThBR_0U4v4G9xx9HcUC-QUkTJKMlLoQ==&xkcb=SoAt-_M3bGJKnMX-8x0LbzkdCdPP&p=1&fvj=0&vjs=3","On-site","Full-time","MSCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"76a98dcfbc7372ca5b30dd369d02cc3a"
"3","network security engineer",2022-07-17,"Senior Software Engineer (Front End)","Angi","Remote in Salt Lake City, UT+1 location","* *  Angi® is transforming the home services industry, creating an environment for homeowners, service professionals and employees to feel right at ""home."" For most home maintenance needs, our platform makes it easier than ever to find a qualified service professional for indoor and outdoor jobs, home renovations (or anything in between!). We are on a mission to become the home for everything home by helping small businesses thrive and providing solutions to financing and booking home jobs with just a few clicks. *   Over the last 25 years we have opened our doors to a network of over 200K service professionals and helped over 150 million homeowners love where they live. We believe home is the most important place on earth and are embarking on a journey to redefine how people care for their homes. Angi is an amazing place to build your dream career, join us—we cannot wait to welcome you home! * * The Opportunity: *  We are looking for a Senior Software Engineer with 5+ years of experience to join our growing team! We pride ourselves on being a supportive environment for learning and continued growth. You will be responsible for taking personal ownership in both your code and others, this includes ensuring proper tests, documentation, and communication around development. Our software is currently written with Java, Ruby, Scala and Next.js. *  As a Senior Software Engineer you will: * Foster a collaborative environment for you and your teammates to deliver high-quality, reliable, and well-tested features *  Collaborate with professionals across the organization to gain a shared understanding of the initiative *  Analyze requirements of the initiative and propose solutions that meet the requirements while balancing time and cost *  Create, modify or review code to implement the requirements of the initiative *  Be responsible for operating what you and your teammates built in production *  Ensure that the code meets performance, reliability, quality, security, and testability standards *  Create or modify a suite of tests to exercise the initiative's functionality in an automated manner *  Ensure our customers and professionals continue enjoying the best possible experience *  Actively participate and lead discussions in team and project meetings * Who you are: * BS or MS in Computer Science or related field *  Strong software engineer with at least 4 years of hands-on development experience *  Experience in developing enterprise-level features in React / Next.js with an emphasis on front-end programming *  Proficient understanding of code versioning tools, such as Git *  Ability to work with and effectively communicate across multiple technical and non-technical teams * Preferred: * Familiarity with microservices and creating RESTful APIs *  Experience with ElasticSearch and Kafka *  Experience working with application monitoring tools such as New Relic *  Experienced with application monitoring strategies and Tools (New Relic, etc) *  Experience with containerization tools (Docker, Kubernetes) *  Experience working with less experienced engineers, providing them with coaching and mentorship to help them become better engineers *  Willingness to learn and apply new skills and technologies * Compensation & Benefits: * The salary band for this position ranges from $120,000 - $170,000, commensurate with experience and performance. Compensation may vary based on factors such as cost of living. *  This position will be eligible for a competitive year end performance bonus & equity package *  Full medical, dental, vision package to fit your needs *  Flexible vacation policy; work hard and take time when you need it *  Pet discount plans & retirement plan with company match (401K) *  The rare opportunity to work with sharp, motivated teammates solving some of the most unique challenges and changing the world * #LI-Remote #BI-Remote*","https://www.indeed.com/rc/clk?jk=235955a94a30669a&fccid=a459150a450820d9&vjs=3","Remote","Part-time","MSCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"83770a4adf9f645680831b8ddc12e3e3"
"4","network security engineer",2022-07-17,"Process Control Engineer","Chevron","North Salt Lake, UT","* *  Chevron is accepting online applications for the position Process Control Engineer through 08/01/2022at 11:59 p.m. Salt Lake City, UT time*  *   A Process Control Engineer is a specialist in designing, implementing, and maintaining multivariable control applications (DMCplus, PBM) and the applications that support the multivariable control applications (inferred properties, raman models, et al.). Additional responsibilities include tuning of control loops, support of Honeywell TDC-3000 distributed control systems (DCS) and/or Honeywell Experion DCS, and assistance in training console operators. Requires regular communication with many work groups including Operations, Maintenance, Technical and Planning. Individual reports to the Team Lead, Site IT and Control Systems within the Refinery.*  *   Responsibilities for this position may include but are not limited to:*  Implements and maintains multivariable process control applications that are consistent with short-term and long-term operating plans*   Implements and maintains inferential calculations to support advanced control and optimization applications*   Implements and maintains basic and advanced regulatory process control strategies and console graphics*   Troubleshoots DCS hardware and software issues, including participation in the Process Controls 24/7 Emergency Callout Rotation*   Collaborate and support the Process Control Network (PCN) infrastructure, network security,*   Provides daily process control support for console operators*   Identifies and resolves control performance issues by coordinating with colleagues in other areas of specialization (instrumentation, analyzers, process, mechanical equipment, etc.)*   Identifies and captures opportunities for improving the safety, reliability, profitability, and operability of the operating area through process control improvements.*   Trains refinery personnel on the effective use of process control applications and systems*   Acts as a mentor/resource for refinery process and control engineers. Influences and improves work processes for a global refining technical system.*   Demonstrates knowledge of operating area interactions with the rest of the refinery and helps troubleshoot process problems in the operating area and refinery*   Maintains and grows process control skills by attending onsite and offsite training*  *   Required Qualifications:*   Engineering Degree and 3 years’ experience.*  *   Preferred Qualifications:*   Engineering degree and 5 years’ experience.*    Refining experience preferred.*    Experience with Honeywell and Yokogawa.*  *   Relocation Options:Relocation may be considered.*   International Considerations:Expatriate assignments will not be considered.*   Chevron regrets that it is unable to sponsor employment Visas or consider individuals on time-limited Visa status for this position*   Regulatory Disclosure for US Positions:*  *   Chevron is an Equal Opportunity / Affirmative Action employer. Qualified applicants will receive consideration for employment without regard to race, color, religious creed, sex (including pregnancy, childbirth, breast-feeding and related medical conditions), sexual orientation, gender identity, gender expression, national origin or ancestry, age, mental or physical disability (including medical condition), military or veteran status, political preference, marital status, citizenship, genetic information or other status protected by law or regulation.*  *   We are committed to providing reasonable accommodations for qualified individuals with disabilities. If you need assistance or an accommodation, please email us at emplymnt@chevron.com.*  *   Chevron participates in E-Verify in certain locations as required by law.* **","https://www.indeed.com/rc/clk?jk=2b4c35a63f6fb748&fccid=9cf8e6c19900b0a8&vjs=3","On-site","Part-time","MSCM",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"4fd92216686277931041cc1eb20c1a02"
"5","data integration engineer",2022-07-17,"HX TrustID API Developer","Deloitte","Salt Lake City, UT 84111 (Downtown area)","* HX TrustID API Developer*  At Deloitte Digital Marketing and Experience Services (Hux), we help marketers optimize their customer experience to win in the marketplace. We're combining data, decision making and real-time delivery to build and manage customer data ecosystems that enable our clients to acquire, engage and retain customers in a dramatically different and improved manner. With customer data as a foundation, we help clients deliver dynamic, personalized customer experiences across all engagement channels using machine learning and artificial intelligence.*  One of the solutions built upon Hux is HX TrustID. The HX TrustID™ platform uses trust as a leading indicator to identify which actions, campaigns and strategies will help brands enhance trust with their customers. With HX TrustID, organizations can define brand permissions, marketing strategies, and long-term growth opportunities by understanding why customers feel the way they do about the brand.* Work You'll Do*  As a * HX TrustID API Developer, you'll design, implement and maintain solutions to ingest and transfer key data that fuel our cutting edge AI, providing real-time marketing intelligence to our clients. You'll develop, test and deliver production grade code to help our clients solve their most challenging marketing problems using cutting edge big data tools. You'll also ensure data integrity, resolve production issues, and assist in the support and maintenance of our overall Platform. *  With a platform that can ingest, load and process billions of data points, you'll enjoy new challenges and opportunities to showcase your development skills on project teams to build innovative new-client platforms and execute highly visible strategic development projects.* Qualifications and Experience* Required:*  Minimum of 6 Years of experience in strong skills in writing SQL queries.*   Strong Database concepts including performance tuning*   Hands on experience with ETL architecture design, ETL standards and processes.*   Design and develop accelerators/re-usable routines, error/exception handling and reconciliation framework.*   Experience with designing metadata driven common processing component.*   Hands on experience with Informatica PowerCenter and/or other tools such as Amazon Redshift, SQL Server Integration Services (SSIS), Talend, Azure Data Factory etc.,*   A broad understanding of the values of Business Intelligence.*   Experience working on Docker containers and Rest API's*   Solid understanding of Agile development methodologies and software project life cycle and associated methodologies (CI/CD).*   Experience on any programing language (Python, Java, .Net etc)*   Troubleshoot and perform tune existing ETL solutions; Competent to work at the highest technical level of all phases of data warehouse systems analysis/programming activities*   Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future. *  Ability to travel up to 30%, on average, based on the work you do and the clients and industries/sectors you serve. *  Bachelor's Degree or equivalent and relevant experience in Computer Science, Mathematics, and Machine Learning. * Desirable:*  Experience in AWS (Redshift, Spectrum, Athena, Glue and Lambda) environment*   Experience in AZURE (Synapse, U-Sql, Data factory and Functions) environment*   Experience on Snowflake Data-ware House.*   Experience on Matillion for Snowflake ETL.*   Experience working with reporting tools such as Tableau, QlikView*   Experience in integrating with Big Data platform*  #LI-MV1*  #AHBV*","https://www.indeed.com/rc/clk?jk=3b16de47e94e948f&fccid=9e215d88a6b33622&vjs=3","On-site","Part-time","MSIS",0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,"18793e5b663728135f70105300ac3d6e"
"6","business intelligence analyst",2022-07-17,"Product Business Analyst","Extra Space Storage","Salt Lake City, UT","** At Extra Space, Business Analysis is the practice of enabling change in the enterprise by defining needs and analyzing potential and effectiveness of products/solutions that deliver value to stakeholders. Business Analysis enables the company to articulate needs and the rationale for change, and to design and describe solutions that can deliver value. * * Business Analysts are responsible for discovering, synthesizing, and analyzing information from a variety of sources within an enterprise, including tools, processes, documentation, and stakeholders. The Business Analyst is responsible for understanding and expressing the actual needs of stakeholders—which frequently involves investigating and clarifying their expressed desires—in order to determine underlying issues and causes. Business Analysts play a role in aligning the designed and delivered solutions with the needs of stakeholders. Within the Product team, the analyst works very closely with Product Manager(s), and as a liaison between business Process Owners/Stakeholders and the Software Engineering group to accomplish desired product outcomes. * * Primary Responsibilities * Consult with Business Owners/Stakeholders to gather information about system needs, objectives, functions, and features that are aligned to desired business/customer outcomes. *  Analyze, refine, and document requirements for data, workflow, logical processes, interfaces with other systems, internal and external checks and controls, inputs and outputs. *  Understand the departments systems and process structures to recommend solutions to requested initiatives. *  Consult with Stakeholders and Developers to manage requests from initiation to successful production implementation. *  Document and maintain business requirements and drives functional specifications and testing plans. *  Work with product managers, as needed, to analyze and estimate feasibility, costs and other factors relevant for a products success. *  Understand core agile principals and help development teams work within agile frameworks to maintain existing functionality and grow products aligned with business priorities. *  Coordinate and demo changes to the business stakeholders for training to be developed. *  Research and evaluate possible tools and systems to assist programming/developing solutions. *  Monitor performance and adoption of programs and systems after implementation. * * Job Specifications * Ability to read, analyze, and interpret general business periodicals, professional journals, technical writing skills and procedures, or governmental regulations. * Ability to effectively present information and respond to questions from groups of managers, clients, and customers. *  Experience with business tool administration (security, workflows, configurations). *  Domain knowledge of accounting and finance principles. *  Preferred experience with Microsoft SQL Server and Business Intelligence (SSAS, SSRS, SSIS) or similar technologies. * Preferred experience with SharePoint and Salesforce.com. * * Education and Experience * Bachelor's Degree (B. A.) from four-year College or University in Information Systems, Business Management, Computer Science, or in a related field *  2-4 years related experience and/or training; or equivalent combination of education and experience* *","https://www.indeed.com/rc/clk?jk=779c0fef5a4e578d&fccid=5732ce1346d3cc12&vjs=3","On-site","Part-time","MSIS",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"35a443c3354ef45277e369f8f1452a48"
"7","cybersecurity analyst",2022-07-17,"Senior Cybersecurity Information Analyst","ISSE SERVICES LLC","Clearfield, UT 84015","* SENIOR CYBER SECURITY ANALYST III (ISSM) *  Location: Clearfield, UT *  The Cybersecurity Engineer is a key member of the Cybersecurity team and works closely with our customers across functional teams to provide compliance assessments and help engineer secure solutions as they are being developed. *  Essential Duties and Job Functions *  Provide documentation to Customer which describes all identified system risks, planned test procedures taken, and test results *  Provide analysis of vulnerabilities *  Review and make recommendations on program-level documentation (e.g., requirements specification, system architecture, design documents, test plans, security plans, etc.) *  Assist in researching, evaluating, and developing relevant Information Security policies and guidance *  Lead teams of cybersecurity analysts in developing solutions across multiple DoD programs*   Coordinate with DoD agencies to ensure solutions meet specific security guidelines*   Conduct research, review documentation and provide input for Risk Management Framework packages to the Government for review and approval*   Review Risk Management Framework documentation for completeness and readiness for certification analysis*   Coordinate with the program team to gather artifacts and assist the Government in resolving issues precluding the program from receiving an Authority to Operate*   Assist with FISMA compliance audits and provide status updates to the PM*   Perform regular STIG and vulnerability analysis in compliance with DoD guidelines*   Review compliance with current Cybersecurity policy, regulations, and directives to ensure secure configuration and operation of all operated and maintained IT assets, recommending corrective actions as required*   Assist customers developing new system to design and engineer the systems to meet current cyber security requirements and best practices*  Assess/calculate risk based on threats, vulnerabilities, and shortfalls uncovered in testing *  Knowledge, Experience and Skills *  Minimum seven (7) years of experience in an Information Security position or IT Audit role with a background in performing security risk assessments*   Experience with system design across multiple areas of operations (AAA, Operating Systems, network layout and design…)*   Requirements gap analysis/traceability*   Proven ability to create and maintain effective documentation, including policies, processes and procedures*   Experience drawing Topology, Data Flow, and Boundary diagrams*   Strong understanding of security concepts and detailed implementation including using NIST 800-53r4 controls as a framework*   Deep understanding of how to tailor security implementation based on mission and threats*   Knowledge of security and IT general controls for application development and management*   Good communications skills, both verbal and written, as well as the ability to communicate well with people in a variety of positions, roles and levels*   Professional, self-motivated and a strong sense of urgency.*   Ability to provide technical direction to more junior team members*  Required *  CISSP, CISSP-ISSEP, CISSP-ISSAP*   Active DoD SECRET clearance (ability to gain Top Secret)*  Preferred *  BS/BA degree or an equivalent combination of education and experience*   Training in Risk Management or IT Audit Methodology strongly desired* *","https://www.indeed.com/rc/clk?jk=7228b296b124a913&fccid=f3af9b9971bda912&vjs=3","On-site","Part-time","MSCM",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"a7dcb2937e950bc6179185465341dfb4"
"8","cloud engineer",2022-07-17,"Sr SDET Engineer (Remote)","Kinect","Remote in Salt Lake City, UT 84120","* We are looking for a Sr SDET Engineer to support a project for our client that is a large science-based supplement company in Salt Lake City, UT.* What You Will Do as USANA’ s Quality Engineer * Collaborate with team members to understand functional and non-functional requirements of every user story and complete risk/impact analysis to identify the most critical testing activities *  Design, develop and maintain test cases used to validate the quality of all assigned products and system areas *  Execute Black / Gray box testing against systems under test throughout the delivery lifecycle and provide quality feedback to the team at every step *  Failure analysis of test results and reporting of bugs as part of the standard QA Process and procedures* Background and Skills You Will Need* 3+ years of software testing experience or demonstrated intermediate-level testing skills and methods *  Working knowledge and understanding of SCRUM and agile methodologies *  Seasoned understanding of test strategy and design with base-level experience building out test suites from scratch *  Working knowledge and demonstrated experience in multiple QA methodologies and best practices.* What Will Make You Standout* BS degree in Computer Science, Information Technology, or a related field, or equivalent work experience* ABOUT US:*  Kinect provides career advice and advancement to tech professionals while providing best in class support to our clients. Kinect specializes in roles in software and applications, IT infrastructure and operations. We provide contract and project resources to a broad range of organizations on a national basis. Contact us to see how Kinect can help you further your career goals.*  Kinect provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics. In addition to federal requirements, Kinect complies with applicable state and local laws governing non-discrimination in employment in every location in which the company conducts business*","https://www.indeed.com/rc/clk?jk=a4e3fe9ee0073881&fccid=ffb2f9156830dd1a&vjs=3","Remote","Part-time","MSIS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ff4488751a1bad1fe1bfcc8da93cd811"
"9","network security engineer",2022-07-17,"Senior Software Engineer (Remote USA)","Mandiant","Remote in Draper, UT","* Company Description*  Since 2004, Mandiant has been a trusted partner to security-conscious organizations. Effective security is based on the right combination of expertise, intelligence, and adaptive technology, and the Mandiant Advantage SaaS platform scales decades of frontline experience and industry-leading threat intelligence to deliver a range of dynamic cyber defense solutions. Mandiant’s approach helps organizations develop more effective and efficient cyber security programs and instills confidence in their readiness to defend against and respond to cyber threats.* ** Job Description*  Are you passionate about security and solving customer problems? Do you want to leverage your technical and people skills to solve real world problems at the best security company in the world? If so, then read on.*  We are looking for an experienced Software Engineer to join our Mandiant Solutions product team and have a direct impact on our products and customers' security. In this role, you will work with fellow engineers in building and maintaining integrations and the integration configuration application to be leveraged across the Mandiant Advantage platform. You'll apply your engineering skills and expertise to help shape the requirements, architecture, and overall design of the platform. Our highly collaborative teams rapidly release software in an environment where innovation is applauded, continuous integration is a focus, and you contribute to the vision and direction of our success.*  What You Will Do:*  Develop, deploy, and maintain a Django-based application backend*   Design and implement elegant and scalable services and APIs*   Engineer services that are leveraged across the entire Mandiant platform*   Rapidly prototype and refine applications based on user feedback*   Engage in architecture sessions, challenge existing solutions, and inspire ideas for future enhancements*  Collaborate with product management, development teams, and fellow engineers in delivering solutions*   Promote strict continuous code testing and validation to ensure high-quality coding standards*   Stay abreast of the latest technology trends, coding standards, libraries, and frameworks to constantly grow your skillset*  ** Qualifications*  Requirements:*  Minimum of 5+ years of overall software development experience*   Minimum of 3+ years of experience in Python programming*   Proven track record developing integrations with security technologies and / or cloud platforms*  Additional Qualifications:*  Experience with the Django framework for Python*  A natural curiosity to understand how systems work and the ability to implement solutions to complex customer problems*   Broad practical knowledge of security technologies, including applications and technologies in network, endpoint, and email security (ex. SIEM, firewall, EDR)*   Track record of building and delivering highly scalable software systems*   Ability to organize and prioritize multiple tasks and projects*   Excellent interpersonal and teamwork skills*  Additional Information*  As a U.S. federal contractor, Mandiant has adopted a COVID-19 Vaccination Policy to comply with our obligations under applicable laws and requirements. This position may be covered under Mandiant’s COVID-19 Vaccination Policy, as required in order to support federal contracts, access company offices and/or attend in-person meetings and work events. If covered under this policy, proof of vaccination against COVID-19 may be required as a condition of hire. At Mandiant we are committed to our #OneTeam approach combining diversity, collaboration, and excellence. All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability.*  Minimum Salary: 102,900.00. Final salary will be determined commensurately with cost of living, experience level, and/or any other legally permissible considerations. Incentive Compensation: Eligibility for annual bonus subject to individual and company performance; eligibility for award of Restricted Stock Units subject to eligibility requirements, approval from Mandiant’s Compensation Committee, and vesting terms.*  Benefits: Whether you are just starting your career, reaching a milestone, or gearing up for retirement, we offer plans and programs to keep you happy and healthy at any stage of life. We regularly evaluate our options to make sure they’ve got everything you need. Part of what makes Mandiant great is our diverse team, and we’ve made it our priority to provide benefits that support you on your individual journey at work and at home. Mandiant subsidized benefits include Medical, Dental, Vision, Life, and Disability Insurance. Subject to eligibility requirements, Mandiant also offers the ability to participate in 401(k), Flexible Spending Accounts, Health Savings Accounts, Dependent Care Spending Accounts, and Employee Stock Purchase Program. Mandiant also provides Paid Time Off, Flexible Paid Sick Time, and Paid Holidays.*","https://www.indeed.com/rc/clk?jk=b7a38d917721f85e&fccid=144d41859091c88a&vjs=3","Remote","Part-time","MSCM",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ed80c96e7499ba89e1eb88d97fd9845d"
"10","cloud engineer",2022-07-17,"Senior C++ Engineer","PEN Software, Inc.","Salt Lake City, UT 84104","PEN Software is hiring C++ Engineers in Salt Lake City,UT and Denver,CO.*The end client is a leading player in the OTT space.*Experience :  5+ years*Work Location : Onsite in Salt Lake City,Utah or Englewood,CO (Need consultants who are willing to work onsite)*Employment :  Contract . Open for W2 / 1099 / C2C*We are looking for an Senior C++ Engineer. This person should possess significant Software Engineering experience and have the ability to mentor junior team members. This position is within our client’s video streaming backend team. This team is responsible for ensuring a high-quality video streaming experience for all of our customers - from source ingestion to multi-bitrate compression to packaging to streaming.*Required Skills: *Experience in C++ and Python*Adept at using Ubuntu Linux (20.04)*Experience with software versioning tools like: Git and GitLab*Knowledge of distributed systems & client/server architectures*A four-year degree in Computer Science, or related field, or equivalent professional software engineering experience*Experience in Make/CMake, and the software build and package deployment processes*Understanding of C/C++ Libraries, and Python modules*Experience using video streaming applications*Experience setting up and managing streaming devices*Experience with scripting tools and bash/command line scripting*Experience with multi-processor and multi-threaded applications*Experience with the Agile development method*Experience with log parsing and basic data analysis*Day-to-Day Responsibilities: *Working with C++ 11/14 , Python and GoLang programming languages*Working with large code bases, utilizing multiple libraries*Working in client's platform integrating numerous API’s*Collaborate with fellow engineers within the team and across teams*Responsible for the quality and integrity of the codebase*Designing and maintaining our video streaming backend services.*Adept at troubleshooting issues across multiple applications and multiple services*Communicate effectively with team members and C-level executives*Multitasking many competing priorities*Job Type: Contract*Pay: $60.00 - $70.00 per hour*Benefits:*Dental insurance* Health insurance* Vision insurance*Schedule:*8 hour shift* Monday to Friday*Ability to commute/relocate:*Salt Lake City, UT 84104: Reliably commute or planning to relocate before starting work (Required)*Experience:*C++: 4 years (Required)*Work Location: One location","https://www.indeed.com/company/Pen-Software,-Inc./jobs/Senior-C++-Engineer-391905f96975a44f?fccid=301b8d556b1bc121&vjs=3","On-site","Part-time","MSIS",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"85db9aeaa4c4148ed0751c4ef0c5fded"
