"","Search","Date","Title","Company","Location","Description","Link","Work Model","Job_Type","Program","R","Python","SQL","Tableau","PowerBI","Azure","Excel","Talend","SAS","Spark","Qualtrics","Domo","Salesforce","SAP","Hadoop","Qlik","Looker","Zoho","Stata","Snowflake","ID"
"1","business intelligence analyst",2022-09-28,"Data Analyst","A&K Railroad Materials Inc","Salt Lake City, UT 84104 (Glendale area)","A&K is a leading supplier of railroad track and related materials that seeks a driven individual to fill a Data Analyst position in our Kansas City, KS. office. This individual will be offered the opportunity to learn hands on, many aspects of the railroad track material business. The Data Analyst at A&K is responsible for forecasting and broad analytical support for the organization. This position will have the opportunity to suggest future strategic initiatives for A&K to consider.*Key tasks*Develop and implement recommendations for supply chain management optimization* Develop unique reports to measure the performance of A&K manufacturing* Troubleshooting the reporting database environment and reports* Monitor inventory levels across the United States* Learn A&K’s reporting software and support other internal purchasing groups*Desired Characteristics*Analytical mind with a flair for numbers and Excel* Solid interpersonal and communication skills, both verbal and written* Ability to build and maintain relationships with clients and vendors* Ability to work in a dynamic, deadline-driven environment* Demonstrate competencies in critical thinking, communications skills, and project management skills*Qualifications/Requirements*Must demonstrate excellent Microsoft Office skills, specifically Excel, PowerPoint, Power Bi, and Tableau* Excellent written and communication skills* An understanding of supply chain and manufacturing operations* Preferred experience with programming languages (SQL, C++, Python, Etc.)* Previous exposure with complex macros* Preferred familiarity with Selenium Basic for VBA* A solid understanding of Excel and VBA programming for Excel*Compensation: *Medical/Vision/Dental Insurance* 401K Matching* Paid Time Off* Career advancement opportunities* Paid Holidays*Job Type: Full-time*Benefits:*401(k) matching* Dental insurance* Flexible spending account* Health insurance* Health savings account* Paid time off* Retirement plan*Schedule:*8 hour shift*Application Question(s):*What pay range are you looking for?*Experience:*Data analysis: 2 years (Preferred)*Work Location: One location","https://www.indeed.com/company/A&K-Railroad-Materials-Inc/jobs/Data-Analyst-2dbc8863ad1043bb?fccid=e4faa47f435a9f83&vjs=3","On-site","Full-time","MSIS",0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"ddea13b76592881c4bd549aaa981ad6c"
"2","business intelligence analyst",2022-09-28,"Senior IT Business Systems Analyst","AgReserves, Inc.","Salt Lake City, UT 84111 (Downtown area)","AgReserves, Inc is seeking a goal-oriented and agile Senior Business Systems Analyst to join our IT Project Management Office [PMO]. The Sr. Analyst documents, analyzes, improves business processes, and serves as a resource for process improvement techniques, requirements gathering and process mapping to various project managers. The ideal candidate is strategic yet tactical, a creative problem solver, and can effectively prioritize and execute tasks efficiently independently and for the team.*Responsibilities: *Collaborate with the Project Manager as a lead business systems analyst resource on various project teams.* Assist in establishing the project plan and related deliverables.* Work jointly to ensure the project remains on track.* Gather and finalize project needs and requirements to facilitate successful project completion.* Proactively obtain information by conducting interviews, and working sessions, and performing site visits.* Identify and finalize data needs and related reporting requirements.* Work with process owners to develop and implement process improvements.* Document existing and proposed business rules and ‘as-is’ and ‘to-be’ processes.* Assist in the implementation of identified process improvement opportunities.* Help develop the PMO guiding principles, policies, and procedures to ensure appropriate project governance.* Act as key member of the PMO Leadership Team through goal-setting for the PMO, ensuring alignment with IT and enterprise strategy.*Qualifications: *Bachelor’s degree in Information Systems, Business, or relevant field. Advanced degree preferred.* 10+ years business systems analysis, project management, and/or process improvement.* Certified Business Analysis Professional [CBAP] and/or Project Management Professional [PMP]; certified Scrum Master [CSM], Six Sigma or similar certification preferred.* Expert knowledge of the Business Analysis Body of Knowledge [BABOK] and Project Management Body of Knowledge [PMBOK]; Six Sigma and Agile/Scrum knowledge.* Proficient in Visio, Excel, PowerPoint, and project management software such as JIRA and Microsoft Project.* Accounting/Finance background and ability to write SQL Queries (MS SQL Server) preferred.* Collaborative work ethic with ability to accommodate work hours towards a variety of time zones.* Strong analytical, organizational, and problem-solving skills.* Strong demonstrated interpersonal and communication (written and verbal) skills.* Ability to travel to various farm/office locations, domestically and internationally, approximately 25%.* Spanish or Portuguese language skills a plus.*AgReserves, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender, identity or expression, or any other characteristic protected by federal, state or local laws. Qualified applicants must be legally and lawfully authorized to be employed and work in the United States without current or future visa sponsorship - AgReserves, Inc is not sponsoring visas at this time.*Job Type: Full-time*Benefits:*401(k)* 401(k) matching* Dental insurance* Employee assistance program* Flexible spending account* Health insurance* Life insurance* Paid time off* Parental leave* Professional development assistance* Referral program* Retirement plan* Tuition reimbursement* Vision insurance*Schedule:*Monday to Friday*Supplemental pay types:*Bonus pay*Work Location: One location","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQ7aRWblteNrc9P2lNsTqDVVoPzLRKdwE1o90wbQOnduxsZvexRWqkBVsYem5PifKaVo16uV7_iXxb2ou71mPNE9vZguePRV-DeCNj73tJUySMXveh42yPgAeTce_sYU6ov2RPEn5KG5k0NDPkZsLlbKWAJQjbOvw4yDcGpSj4NXortPfG4vzjrsPjNRZCWqdXV133aLmoKZF9GGZwj5XDjEpKfcIhmhu8Qcc32vtpQLXWt3pHNAP8gHluQRd1hvuxC4rbV4gItpru8zYV8ceQQUsEr00yl6owOyR87AUQJBQ6wD_qrABcC2bqP61pL_B0nJjUWdQ6qmG_5rkazc_MUkbMh_OVWBbdMkqFifgvxDWkUsBzi_cfYqub2MzKEEgwa6hKOpM-xImzHAz7zCjkanMbaa4iStbRrDKa2OoV1bmvtAjq70Fxb3zKHgFlfm6xAeOb0aCgS89dq-arJuYPwFLAwh7fR3e2s_maxoQoJjHJCN0Eczn5aUc_Mi4oVZP02XkUprcPxe-ERjcWT_5sGfUR3wwIizw7zgpSqrbAMEMYUntIolSV&xkcb=SoAl-_M3YB3TytWNhJ0LbzkdCdPP&p=0&fvj=1&vjs=3","On-site","Full-time","MSIS",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"56c3848ebc498a82b7259d2b8bd7a7b7"
"3","security compliance analyst",2022-09-28,"Production Analyst","ALLSOURCE GLOBAL MANAGEMENT, LLC","Hill AFB, UT","* Job Title: Production Analyst * Clearance: *Requires Secret Security Clearance** * **Contingent upon award*** * Job Duties:* * Provides analyst services to technical and production customers as they relate to cost, schedule and performance factors. *  Applies analytical techniques when gathering or using information from others. *  Drafts task proposal requirements, gathers key information, analyzes data, prepares draft progress reports, compares technical alternatives and cost options, and supports briefings on the project findings to users and customers. *  May include familiarization training and deployment of projects. *  Works under the limited supervision of a senior staff member. *  Experienced in providing production analyst services which applies to planning, concept development, requirement analysis, logistics support, cost analysis, cost-performance trade-off analysis, feasibility, and compliance support, in a depot maintenance production environment.* * Education and Experience:* * Bachelor's degree or Professional Military Education (PME) in a related field or combination of work experience and years of service. *  Minimum of 5 years of experience providing analytical services to technical and production customers as they relate to cost, schedule, and performance factors. *  Intermediate level Microsoft Office Suite skills (3-5 years’ experience) a Journeyman level performs all functional duties independently.* * * AGM IS AN EQUAL OPPORTUNITY EMPLOYER*","https://www.indeed.com/rc/clk?jk=bc13745d907c8f86&fccid=4496ac10c34b75b1&vjs=3","On-site","Part-time","MSCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"f961316ffe2c1e8d8cc747fb5a5a3d37"
"4","security compliance analyst",2022-09-28,"Business Analyst","ALLSOURCE GLOBAL MANAGEMENT, LLC","Hill AFB, UT","* Job Title: Business Analyst * Clearance: *Requires Secret Security Clearance** * **Contingent upon award**** * Job Duties: * Provides analyst services to technical and business customers as they relate to cost, schedule and performance factors. *  Applies analytical techniques when gathering or using information from others. *  Drafts task proposal requirements, gathers key information, analyzes data, prepares draft progress reports, compares technical alternatives and cost options, and supports briefings on the project findings to users and customers. *  May include familiarization training and deployment of projects. *  Works under the limited supervision of a senior staff member. *  Experienced in developing business services which applies to planning, concept development, requirement analysis, logistics support, cost analysis, cost-performance trade-off analysis, feasibility, compliance support, operation and maintenance in a business environment supporting government depot-level maintenance operations *  Bachelor's degree or Professional Military Education (PME) in a related field or combination of work experience and years of service.* * Education and Experience: * Minimum of 5 years of experience with preparing and briefing business analyses related to cost, schedule, and performance factor.* * * AGM IS AN EQUAL OPPORTUNITY EMPLOYER*","https://www.indeed.com/rc/clk?jk=0e972aaef0a6cbb1&fccid=4496ac10c34b75b1&vjs=3","On-site","Part-time","MSCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c0e7a86b835def6a288a429a630cce09"
"5","data analyst",2022-09-28,"Program Management Analyst","ALLSOURCE GLOBAL MANAGEMENT, LLC","Hill AFB, UT","* Job Title: Program Management Analyst * Clearance: *Requires Secret Security Clearance** * **Contingent upon award*** * Job Duties:* * Provides master-level analyst services to production, management, and financial customers, and identifies cost, schedule and performance factors. *  Applies master-level analytical techniques to highly complex processes and analyses for various government programs and program activities. *  Uses cost-modeling, business case / best value analysis, market research, strategic planning, and program management technics to identify potential problem areas and provide qualitative and quantitative results. *  Drafts task proposal requirements, gathers key information, analyzes data, prepares draft progress reports, compares technical alternatives and cost options, and provides / supports briefings on the program findings to users and customers. *  Works independently and may be tasked as a team lead. *  Experienced in the nature of government agency programs and activities, to include policies and objectives. *  Experienced in government depot-level maintenance business and production operations.* * Education and Experience:* * Bachelor's degree or Professional Military Education (PME) in a related field or combination of work experience and years of service. *  Minimum of 8 years of experience providing master-level experience providing analytical services to technical and production customers as they relate to cost, schedule, and performance factors.* * AGM IS AN EQUAL OPPORTUNITY EMPLOYER*","https://www.indeed.com/rc/clk?jk=5ade94d0cd4d71f4&fccid=4496ac10c34b75b1&vjs=3","On-site","Part-time","MSBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ffe7044e7d2f92fd556bbfe800dc7e35"
"6","network security engineer",2022-09-28,"Security Engineer - AWS","Ancestry","Remote in Lehi, UT","* About Ancestry:*  When you join Ancestry, you join a human-centered company where every person’s story is important. We believe that by discovering the struggles and triumphs of our past, we can foster deeper bonds and more meaningful connections among families and communities. Our talented team of scientists, engineers, genealogists, historians, and storytellers is dedicated to empowering customers around the world from all backgrounds on their journeys of personal discovery.*  With more than 30+ billion digitized global historical records, 125+ million family trees, and 22+ million people in our growing AncestryDNA database, Ancestry helps customers discover their family story and gain a new level of understanding about their lives. Passionate about dedicating your work to enriching people’s lives? You belong at Ancestry.*  Critical role responsible to ensure enterprise security in the AWS cloud following a defense in depth model.*  Cloud security subject expert.* Will play a key role in creating and delivering on the cloud security roadmap.*  What you'll do...* Create requirements and deliver on solutions that meet security objectives, and reduce risk design, build, deploy, and support security software/tools that improve security, efficiency, and capabilities through automation. Provide engineering leadership to internal and external corporate teams.*   *  Position will require coding skills* * Who you are...* Track record of solving engineering challenges and while working with multiple teams.*  *    *  Hands-on, technical security role with a strong background in cloud security architecture.*   *  Required Knowledge & Experience: AWS security (Accounts, IAM, VPC, IAM, Organizations, S3, Fargate, ECS, EKS) Network securityCI/CD and DevOps Tooling (Github, Jenkins, Harness)Infrastructure as code tools (CloudFormation, Terraform)*  *    *  Two years coding experience (Python, Go, Java). Batch scripting (Bash, Powershell). Directory Services experience (AD / LDAP). Containers and container orchestration security (ECS, Fargate, Kubernetes). Cloud native security related tools (Guard Duty, Inspector, Security Hub, DivvyCloud). Windows, Unix/Linux operating systems and security.*   *  Information and Event Management (SIEM) tools like ELK (preferred) or Splunk. Vulnerability scanning (Qualys preferred).*  *    *  Experience with compliance programs (HIPAA, SOC, ISO, PCI, CIS, NIST etc.)*  *    *  BS degree, Certifications, or industry equivalent experience*  Benefits: Benefits: 401K Plan, Tuition Reimbursement, Life & Accident Insurance, 12 Paid Holidays, Flexible Vacation PTO, Sick Leave, Volunteer Time, Employer Perks: Ancestry Subscription and Discounts for Employee, Commuting and Parking Benefits, Ski Passes, Employee Referral, Fitness Reimbursement*  (Colorado only*) Minimum salary of $148,000/year + eligible for bonus, equity, and comprehensive benefits including health, dental and vision. Read more about our benefits HERE.* Note: Disclosure as required by sb19-085(8-5-20)*  #LI-Remote*  #LI-GT1*  #GDSponsored*  #IND2*  Additional Information:*  Ancestry is an Equal Opportunity Employer that makes employment decisions without regard to race, color, religious creed, national origin, ancestry, sex, pregnancy, sexual orientation, gender, gender identity, gender expression, age, mental or physical disability, medical condition, military or veteran status, citizenship, marital status, genetic information, or any other characteristic protected by applicable law. In addition, Ancestry will provide reasonable accommodations for qualified individuals with disabilities.*  All job offers are contingent on a background check screen that complies with applicable law. For San Francisco office candidates, pursuant to the San Francisco Fair Chance Ordinance, Ancestry will consider for employment qualified applicants with arrest and conviction records.*  Ancestry is not accepting unsolicited assistance from search firms for this employment opportunity. All resumes submitted by search firms to any employee at Ancestry via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Ancestry. No fee will be paid in the event the candidate is hired by Ancestry as a result of the referral or through other means.*","https://www.indeed.com/rc/clk?jk=3fe57e27614c8c76&fccid=8a644f7a25dca5dc&vjs=3","Remote","Part-time","MSCM",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0de0605baaff55c948a063246da82f14"
"7","data architect",2022-09-28,"Systems Engineer","BambooHR","Remote in Salt Lake City, UT","* *  About Us *   Our mission is simple: we want to set people free to do meaningful work. People love our software—and it turns out that people love working here too. We've been recognized as a ""Best Company to Work For"" and we're proud of our team for creating software that makes an impact in the lives of HR pros and employees all over the world.* *  What You'll Do *  We are looking for an experienced systems engineer who will manage BambooHR's internal Amazon phone systems and processes. This role will have a heavy emphasis on analytical architecture, and will build, monitor, and manage the infrastructure. Long-term, you will help drive decisions on the direction of Bamboo's infrastructure architecture to improve its availability and scalability. *  In this role, you will: * Use AWS platforms to host our employee contact center. *  Work closely with our Salesforce administration team to integrate Amazon Connect with Salesforce Service Cloud Voice *  Leads customer discovery sessions and performs the solution implementations (configuration and deployment) of the Amazon Connect platform. *  Investigates complex technical issues and is expected to work with partnering personnel to resolve complex issues. *  Provision and scale our AWS based technology stack to support our contact center & support teams including IVR configuration, Digital messaging, voice transcription *  Manage configuration changes through automation from Staging to Production AWS environments *  Automate repetitive tasks with scripting *  Automate contact center functions through the uses of AWS technologies like Lambdas *  Maintain proficiency in Contact Center technology trends. *  Collaborate with members of the Corporate IT system engineering team * What We'll Love About You *  This is a mid level role and our ideal candidate will be able to run within a defined scope of work. In this role, you'll work in a small, highly collaborative environment. While teamwork is essential, you'll also need a strong sense of autonomy. Your ability to communicate clear expectations will be the key to coordinating your great work with our team's efforts. Your theoretical and practical in-depth experience of Data Warehousing tools and techniques is key to success in this role. *  Specifically, we're looking for: * Bachelor's degree in Engineering, Computer Science, or equivalent experience. *  2+ years of experience programming in Python, Java/JavaScript, SDK & XML or similar languages *  1+ years of systems engineering experience with Linux *  1+ years of SQL experience *  Demonstrated proficiency with Cloud technologies, AWS Solutions Architect associate certification or comparable experience in cloud Engineering *  You are comfortable with Git *  Experience running and supporting production applications * What Will Make Us REALLY Love You * Serverless development experience including complex integrations with Amazon Lex, Lambda, Redshift, Aurora, Kinesis and Dynamo DB. *  Experience with Java/JavaScript, SDK & XML (SCXML/VXML) a definite asset. *  Enterprise call center / telecom implementation and operations experience. *  You have experience with Linux bash scripting *  You have experience using IAM with ec2 and s3 in AWS *  Strong working knowledge of configuration management systems such as Puppet or Ansible* * *   What You'll Love About Us*  Great Company Culture. We've been recognized by multiple organizations like Inc, Salt Lake Tribune, Glassdoor, & Comparably for our great workplace culture. *   Make an Impact. We care about your individuality by giving you freedom to grow and create within the company, regardless of your position. *   Rest and Relaxation. 4 weeks paid time off, 11 paid holidays, and we pay you to go on vacation (ask us about this)! *   Health Benefits. Medical with HSA and FSA options, dental, and vision. *   Prepare for the Future. 401(k) with a generous company match, access to a personal financial planner, and both legal and life insurance. *   Financial Peace University. We pay for a one year subscription and you walk away with financial savvy and a bonus. *   Give back. Get paid to give your time to the community: ask us about this! *   Educational Benefits. Whether you are a previous student, or currently enrolled in higher education, we can help cover some of those expenses. *   Flexible Work Models. In-office, work-from-home, or hybrid, depending on position and location.*   *   An Equal Opportunity Employer-M/F/D/VBecause our team members are trusted to handle sensitive information, we require all candidates that receive and accept employment offers to complete a background check before being hired. *   For information on our Privacy Policy, click here.* *","https://www.indeed.com/rc/clk?jk=aab5c2d2d496223e&fccid=62d7d3004b471b2d&vjs=3","Hybrid","Part-time","MSIS",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ffa0295b31966c0b7055e50819a7a459"
"8","business intelligence analyst",2022-09-28,"Remote Business Intelligence Analyst","Banner Health","Remote in Salt Lake City, UT 84114","* Primary City/State: Aurora, Colorado* *  Department Name: IT Security Governance-Corp* *  Work Shift: Day* *  Job Category: Information Technology* *  Primary Location Salary Range: $37.48/hr - $62.47/hr, based on education & experience*  In accordance with Colorado’s EPEWA Equal Pay Transparency Rules.* *  Innovation and highly trained staff. The Information Technology professionals at Banner Health are utilizing cutting-edge technology to change health care for the better. If you’re ready to change lives, we want to hear from you.* *  Join Banner Health’s Cybersecurity team and put your Business Intelligence skills to work supporting the Banner Mission of making healthcare easier so life can be better. Banner Health IT is seeking a detail-oriented Business Intelligence Analyst who can drive quality and transparency with the creation and publishing of meaningful metrics Reporting to the Director of Strategic Delivery, your duties include, but aren’t limited to Driving operational efficiencies across Cybersecurity and IT business units by providing insightful reporting on services and outputs as produced in ServiceNow Publish executive-level dashboards that support the senior-level leadership of IT; generate new, relevant measures to drive insights into operational effectiveness. Develop reporting for the measures and metrics that impact* *  Cybersecurity operational effectiveness; work with internal teams to create and report on Service Level Objectives Evolve our Business Intelligence practice by automating data pulls and building routine / scheduled jobs to populate databases and reduce the need for manual data pulls Bring new reports from ideas to publish by working with stakeholders to understand business needs and available data sets. Serve as a consulting guide and educator to stakeholders in order to optimize the final result.* *  This can be a remote position if you live in the following states only: AK AR GA FL ID IN IA KS KY LA MI MN MS MO NM NY NC ND OH OK OR PA SC TN TX UT VA WA WI AZ CA CO NE NV WY*  Within Banner Health Corporate, you will have the opportunity to apply your unique experience and expertise in support of a nationally-recognized healthcare leader. We offer stimulating and rewarding careers in a wide array of disciplines. Whether your background is in Human Resources, Finance, Information Technology, Legal, Managed Care Programs or Public Relations, you'll find many options for contributing to our award-winning patient care.* *  POSITION SUMMARY This position formulates and defines Cybersecurity scope and objectives based on both user needs and a good understanding of applicable industry and regulatory requirements. The incumbent designs and implements complex network or application security architectures. Conducts security reviews and oversees any subsequent remediation projects generated from the review. Competent to work at the highest practical understanding of most phases of Cybersecurity analysis and design as it applies to current and future system requirements. CORE FUNCTIONS 1. Lead Cybersecurity projects including defining project scope, required funding, and leadership prioritization and alignment. 2. Leads the of monitoring application health and computer networks to identify, assess, and remediate security issues. 3. Leads the analysis and documentation of cybersecurity technical requirements, including hardware and software components, with the objective of standardizing security throughout company’s infrastructure. 4. Leads the various IT and cybersecurity teams across different domains to perform tests to detect and fix application and network vulnerabilities. 5. Leads application teams for the integration of applications into standard cybersecurity systems. 6. Leads application development which allows for communications between different layers of cybersecurity technology.* *  7. This position is responsible for Cybersecurity across multiple departments system-wide and requires interaction at all levels of staff and management. MINIMUM QUALIFICATIONS Must possess strong knowledge of business, information security and/or computer science as normally obtained through the completion of a bachelor's degree. Certification in one of the following areas within in one year of entering the position. Systems Security Certified Practitioner (SSCP), HealthCare Information Security & Privacy Practitioner (HCISSP), CompTIA Security+, HIPAA Security, Information Security Technology Fundamentals, Internet Security or ITAA Information Security Awareness. Must possess four years of experience in a healthcare environment or an equivalent combination of relevant education, technical, business and healthcare experience. Must demonstrate general knowledge of information technology and healthcare. Needs experience in small scale project planning and reporting either individually or in a team. Requires communication and presentation skills to engage technical and non-technical audiences. Requires ability to communicate and interact across facilities and at various levels. As is typical in this industry, variable shifts and hours and carrying/responding to a pager may be required. PREFERRED QUALIFICATIONS Additional related education and/or experience preferred.* *  EOE/Female/Minority/Disability/Veterans*  Our organization supports a drug-free work environment.* *  Privacy Policy**","https://www.indeed.com/rc/clk?jk=548cbcd7c148a01d&fccid=f54837e1fe3c9a9b&vjs=3","Remote","Part-time","MSIS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b8e5a907e9796d573d1bab46f1ce0db3"
"9","business intelligence analyst",2022-09-28,"Business Analyst, Admissions","Brigham Young University","Provo, UT 84602 (University area)","** The purpose of this position is to provide administrative oversight to the reporting and research of admission related questions and systems. * Essential Functions*  Reporting and Data Analysis * Monitor and regulate access to sensitive admission data *  Provide data and reports for admissions personnel for them to perform daily duties *  Run queries as needed and requested by Admissions office personnel for internal use *  Work closely with CRM Admin to develop appropriate data and reporting in CRM tool *  Analyze trends of data and provide recommendations of how to improve processes based upon the data *  Work closely with the Research and Reporting team in creating specialized reports*  Conduct Admission Research* Design and conduct longitudinal research to assess the effects of periodic policy modifications on admission benchmarks *  Work closely with Manager of Research and Reporting in Enrollment Services to coordinate research efforts *  Develop appropriate metrics to validate admission systems workflows *  Design and conduct research on system designs to better gather relevant data *  As appropriate, recommend modifications in admission policies*  Admission Committee Member* Participate in and certify in admission committee member training *  Participate as an official member of the undergraduate admission committee*  Citizenship * Serve on various committees as assigned *  Contribute to the fulfillment of the Mission, Vision, and Values of the university *  Promote a positive image of Admissions, Enrollment Services, and of the University *  Support activities of the Executive Director of Enrollment Services and other university departments *  Relate well with other university employees *  Adhere to university standards and policies *  Promote awareness and compliance with university citizenship standards within the division *  Maintain good public relations with campus departments, off-campus vendors, and BYU students, faculty, and staff by properly and expeditiously handling their service needs, questions, and problems.* *  Education/Experience* *  Minimum education/experience required: * Bachelor’s Degree and 3 years of experience in management in higher education; or equivalent of experience and education.*  Preferred:*  Master’s Degree in business administration, information systems, process improvement and 5 years of experience in management in higher education; or equivalent of experience and education. * Skills, abilities, knowledge, licenses, certifications:* Organization, planning, and project management skills *  In-depth understanding of university services and familiarity with issues and concerns facing admissions in higher education *  Demonstrated ability to meet deadlines, handle and prioritize simultaneous requests, and manage both laterally and upwards *  Understanding and ability to implement various research methodologies  *  Must demonstrate the ability to communicate effectively at all levels of the organization *  Ability to work with confidential information *  Excellent verbal and written skills *  Able to understand and effectively communicate across division offices, as the position’s role will be both strategic and tactical *  Demonstrated effectiveness in working with cross-functional teams *  Ability to create and deliver effective presentations *  Knowledge of FERPA and university policies governing admissions* *  Employee Class: AdministrativeWork Location: Provo CampusEnvironment: General office or other equivalently good environmentPhysical Exam Required: NPhysical Exam Details:Desired Start Date: As soon as possibleJob Close Date: Open Until FilledPay Level: 52Approximate Starting Salary: $57,500 - $74,500Documents Required at time of Application: Required: Cover Letter, Resume Optional: Letter of Recommendation 1Members of the Church of Jesus Christ of Latter-day Saints must hold and be worthy to hold a current temple recommend.Brigham Young University is an equal opportunity employer, including disability and protected veteran status.Brigham Young University recognizes the benefits of attracting and retaining a diverse workforce. We strive to create a welcoming workplace that promotes a sense of inclusivity and belonging.*","https://www.indeed.com/rc/clk?jk=1e17a9516473782a&fccid=dafdad863f89ff06&vjs=3","On-site","Part-time","MSIS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"d3f0b60f35c2753426ea0f4a028831d5"
"10","data architect",2022-09-28,"SAP Data Architect MDG Senior Consultant","Deloitte","Salt Lake City, UT 84111 (Downtown area)","* At Deloitte you'll have the opportunity to help clients get the most from their SAP investments-and help position businesses for the evolving digital economy. Ready to reimagine your career possibilities? Deloitte can show you what it takes to explore an entire universe of ideas, possibilities, and opportunities-and help make an impact that matters with SAP solutions.* Work you'll do*  Industry-leading clients. An award-winning culture. Top notch connections. Big opportunities. At Deloitte, you'll work with the best in the business to solve the toughest problems in business. From learning to leadership, this is your chance to take your career to the next level.*  Deliver complex projects in a fast-paced, team environment*   Lead and assist with pursuits and practice development initiatives*   Promote and participate in forums for sharing expertise, strengthening Deloitte's collective knowledge, and helping resolve our clients' challenges*   Collaborate on innovative solutions to bolster the future of the practice*   Develop your knowledge of and gain project experience in SAP's newest and future solutions*  The team*  Our SAP team focuses on design, implementation, and on-going operations and maintenance of SAP applications and technology. Professionals will have hands-on access and exposure to the latest technologies and thought leaders.*  We work with clients who want to improve their ability to react on digital world and enable scalability, remove performance barriers, enable innovation, and modernize core systems and reimagine their business with SAP digital solutions. Applications include SAP S/4HANA and Cloud (Hybris, Ariba, IBP, SuccessFactors, and SAP S/4HANA Public Cloud) across the following capabilities:*  Finance*   Supply Chain*   Customer and Sales Operations*   Technology (Mobility and User Experience, Cloud and Virtualization, Data Management and Analytics)*  Qualifications*  Required:*  5 years' relevant SAP consulting or industry experience*   Experience with SAP Data Architecture, and SAP MDG/MDM*   Hands-on configuration and design experience*   Participation in all phases of at least 2 full-lifecycle SAP implementations*   Technical or functional lead on at least 1 full-lifecycle SAP implementation*   Bachelor's degree or equivalent*   Ability to travel up to 50%, based on the work you do and the clients and industries/sectors you serve.*  Desired:*  Experience with SAP BODS, Information Steward, and Data Services*   Data cleansing implementation experience*   Knowledge of SAP Landscape Transformation (SLT), Smart Data Integration (SDI) or Smart Data Access (SDA)*   Experience presenting to clients or other decision makers*   Greenfield implementation experience*   Understanding of the SAP ASAP methodology framework*   Experience delivering projects using Agile Methodology*   Master's degree*  #LI-HM3 *  #ep22 * #SAP23*","https://www.indeed.com/rc/clk?jk=66b56a4ccd36260e&fccid=9e215d88a6b33622&vjs=3","On-site","Part-time","MSIS",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"5633d162cf3ae4c5a0da412c3ba3afd8"
